"Целевая.Цена","Спальни","Ванные","Жилая площадь","Общая площадь","Количество этажей","Вид на воду","Просмотрены ранее","Состояние","Оценка риелтора","Площадь без подвала","Площадь подвала","Год постройки","Год реновации","Широта","Долгота"
"255000","2","1","1260","7810","2","0","0","3","6","1260","0","1945","0","47.5003","-122.248"
"730000","3","1.75","2040","11294","1","0","0","4","7","1340","700","1952","0","47.5923","-122.197"
"460000","4","1.75","1720","3050","1.5","0","0","5","7","1040","680","1929","0","47.5654","-122.384"
"680000","5","3.25","2440","15815","2","0","0","3","8","1990","450","2014","0","47.774","-122.28"
"260000","4","2.5","1990","6671","2","0","0","3","7","1990","0","1989","0","47.3078","-122.358"
"256000","2","1","860","5000","1","0","0","3","6","860","0","1915","1945","47.5133","-122.356"
"396480","3","1","1000","10800","1","0","0","3","7","1000","0","1959","0","47.52","-122.03"
"280000","3","1","1310","22652","1","0","0","3","7","1310","0","1968","0","47.2574","-122.072"
"137000","3","1","1300","10125","1","0","0","4","6","1300","0","1959","0","47.2921","-122.215"
"179500","3","1","1180","32214","1","0","0","3","7","1180","0","1952","0","47.3313","-122.198"
"238000","4","1.75","1650","6900","1","0","0","3","7","910","740","1978","1993","47.2802","-122.211"
"335500","3","1.75","1260","8487","1","0","0","3","7","1260","0","1970","0","47.7664","-122.201"
"1440000","4","3.75","4410","9231","3","0","3","3","11","4410","0","2001","0","47.5427","-122.265"
"632750","4","2","1800","4800","1.5","0","0","3","7","1800","0","1918","0","47.6388","-122.302"
"625000","4","2.5","3550","8048","2","0","0","3","9","3550","0","2007","0","47.5422","-121.888"
"375000","2","1","900","5413","1","0","0","3","7","900","0","1947","0","47.7047","-122.307"
"265000","3","1","1800","7650","1","0","0","5","7","1800","0","1957","0","47.4922","-122.178"
"365000","3","2.5","2190","5091","2","0","0","3","8","2190","0","2004","0","47.3506","-122.039"
"400000","4","1","2320","4000","1.5","0","0","3","6","1310","1010","1921","0","47.573","-122.312"
"310000","3","2","2610","12180","1","0","0","3","7","1670","940","1918","0","47.5063","-122.346"
"290000","3","2.5","1580","6860","2","0","0","3","7","1580","0","1995","0","47.4447","-122.188"
"980000","4","2.5","2730","4800","1.5","0","0","5","8","2230","500","1909","0","47.642","-122.358"
"285000","4","2.5","2434","4400","2","0","0","3","8","2434","0","2007","0","47.2874","-122.283"
"329000","2","1","990","57499","1","0","0","2","6","990","0","1949","0","47.4145","-122.463"
"283700","1","1.75","1010","10900","1","0","0","4","6","1010","0","1968","0","47.7391","-121.982"
"1000000","4","2.75","3090","16538","3","0","0","4","8","2590","500","1919","1987","47.5803","-122.403"
"2000000","3","2.5","3490","21064","1","1","4","3","10","2290","1200","1968","0","47.6092","-122.073"
"740000","3","1.75","1380","4590","1","0","0","2","7","930","450","1950","0","47.6841","-122.293"
"303000","2","2","970","9750","1","0","0","5","6","970","0","1940","0","47.5073","-122.372"
"648000","3","1.75","1610","10229","1","0","0","5","8","1610","0","1961","0","47.553","-122.174"
"213500","3","1.5","1150","11571","1","0","0","3","7","1150","0","1961","0","47.4931","-122.298"
"433000","3","1.75","2160","8565","1","0","0","3","8","1730","430","1971","0","47.7664","-122.262"
"1230000","5","4","4390","6656","2","0","0","3","9","2930","1460","2008","0","47.648","-122.397"
"505000","4","2.5","2780","6369","1","0","0","3","8","1590","1190","1978","0","47.7284","-122.216"
"254950","3","2.5","1794","4769","2","0","0","3","7","1794","0","2005","0","47.3052","-122.283"
"416000","4","2.5","2890","6322","2","0","0","3","8","2890","0","2011","0","47.3494","-122.044"
"295000","4","2.5","1850","8198","2","0","0","3","7","1850","0","1993","0","47.4079","-122.186"
"385000","3","2.25","2110","8000","2","0","0","3","8","2110","0","1975","0","47.7311","-122.204"
"387000","2","1.5","1010","948","3","0","0","3","8","1010","0","1999","0","47.6529","-122.355"
"428000","3","2.5","2230","32660","1","0","0","4","8","2230","0","1977","0","47.3321","-122.105"
"495000","4","2.5","2400","11640","1","0","0","5","8","1800","600","1968","0","47.4485","-122.139"
"455000","3","2.5","1600","7829","2","0","0","3","7","1600","0","1987","0","47.7288","-122.227"
"905000","4","3.5","2970","14486","2","0","0","3","9","2340","630","1997","0","47.5627","-122.215"
"534950","3","2.25","2130","12286","2","0","0","3","8","2130","0","1977","0","47.6471","-122.114"
"1600000","4","3.5","4280","9583","2","0","0","3","11","4280","0","2005","0","47.5979","-122.197"
"339900","3","2.5","1470","4675","2","0","0","3","7","1470","0","1999","0","47.5261","-121.827"
"640000","4","2.5","2500","7417","2","0","0","3","9","2500","0","1991","0","47.6251","-122.026"
"235000","4","1","1610","24000","1.5","0","0","3","6","1610","0","1947","0","47.2751","-122.252"
"549000","2","1","1510","11165","1.5","0","0","4","7","1510","0","1921","0","47.7212","-122.331"
"507000","3","2.25","1810","8158","1","0","0","3","8","1450","360","1984","0","47.6258","-122.038"
"587000","5","3.5","3610","52595","2","0","0","4","7","3610","0","1989","0","47.6832","-121.907"
"635000","5","3.25","3710","34200","2","0","0","3","8","2510","1200","1986","0","47.6101","-122.047"
"294010","3","1.75","1550","4057","1","0","0","3","6","830","720","1945","0","47.5291","-122.351"
"285000","3","1.75","1560","9514","1","0","0","4","7","1560","0","1967","0","47.4088","-122.21"
"1100000","4","2.25","3310","8540","1","0","4","4","9","1660","1650","1973","0","47.5603","-122.158"
"459000","4","2","2360","7080","1","0","0","5","6","1180","1180","1925","0","47.5261","-122.376"
"165000","3","1","970","6600","1","0","0","3","7","970","0","1965","0","47.4836","-122.332"
"272000","3","2.5","1650","13816","2","0","0","3","7","1650","0","1998","0","47.6553","-121.912"
"415000","4","3","1830","9548","2","0","0","3","7","1830","0","1991","0","47.7379","-122.224"
"365000","4","2.5","1620","219542","2","0","0","3","7","1620","0","1980","0","47.4014","-122.069"
"240000","3","2","1460","7526","1","0","0","3","7","1460","0","1968","0","47.3463","-122.304"
"599950","3","2.5","2660","4975","2","0","0","3","8","2660","0","2014","0","47.5487","-122.272"
"310000","3","2.5","1890","6300","2","0","0","3","7","1890","0","2003","0","47.3673","-122.031"
"415000","3","1.5","1270","1483","3","0","0","3","8","1270","0","2007","0","47.6987","-122.317"
"664000","2","1.75","1720","5785","1","0","0","3","6","860","860","1948","2002","47.5554","-122.274"
"500000","3","1.75","1410","1197","3","0","0","3","8","1410","0","2012","0","47.6558","-122.348"
"354000","3","1","940","10368","1","0","0","3","7","940","0","1965","0","47.6608","-122.133"
"455000","2","1","910","5759","1","0","0","3","6","910","0","1951","0","47.7153","-122.284"
"445000","4","2","1470","8395","1","0","0","4","7","1470","0","1965","0","47.631","-122.117"
"253101","3","2","1239","6036","1","0","0","3","7","1239","0","2009","0","47.3689","-122.175"
"545000","3","2.5","1530","3210","1.5","0","0","5","7","1010","520","1928","0","47.6913","-122.393"
"800000","4","1.75","2150","9148","1","0","0","4","7","2150","0","1955","0","47.5828","-122.197"
"175000","6","1","1370","5080","1.5","0","0","3","6","1120","250","1931","0","47.5238","-122.35"
"415000","4","1.5","1840","11367","1.5","0","0","4","7","1840","0","1950","0","47.7656","-122.358"
"970000","2","1","1290","5376","1","0","0","3","6","1290","0","1945","0","47.6966","-122.315"
"462600","3","2","1320","4000","1","0","0","4","6","1020","300","1940","0","47.5515","-122.262"
"975000","5","3.5","5470","35071","2","0","0","3","11","4590","880","1976","0","47.6368","-122.159"
"625000","3","2.5","2330","3141","2","0","0","3","8","2330","0","2003","0","47.5622","-122.392"
"600000","5","4.5","4440","9784","2","0","0","3","10","4440","0","2012","0","47.4702","-122.275"
"453000","3","1.75","1600","7232","1","0","0","3","8","1600","0","1966","0","47.6293","-122.121"
"1100000","4","4","3530","8400","2","0","0","5","8","2630","900","1958","0","47.6402","-122.395"
"1640000","5","4","4780","118047","2","0","0","3","11","4780","0","1994","0","47.7243","-122.052"
"315000","3","1","1070","9497","1","0","0","3","7","1070","0","1955","0","47.7425","-122.23"
"450000","5","2.75","2710","6220","2","0","0","3","8","2710","0","2014","0","47.3555","-122.061"
"452000","4","2","1660","6150","1","0","0","3","6","850","810","1945","0","47.5371","-122.368"
"404000","4","3","4060","35621","1","0","0","3","9","2030","2030","1989","0","47.3059","-122.108"
"407500","3","2.5","1930","10460","2","0","0","3","8","1930","0","1996","0","47.4938","-122.161"
"381000","4","2.5","2130","6003","2","0","0","3","8","2130","0","2003","0","47.4518","-122.12"
"650000","4","2.75","2640","6240","2","0","0","3","9","2640","0","2001","0","47.5788","-122.059"
"599000","3","2.5","2970","23100","1","0","0","3","7","1510","1460","1967","0","47.7735","-122.133"
"310000","3","1.75","1490","7150","1","0","0","5","6","1490","0","1967","0","47.5015","-122.124"
"672500","4","2.5","2650","11108","2","0","0","3","10","2650","0","1987","0","47.6304","-122.051"
"249500","2","1.75","1500","8645","1","0","0","4","7","1500","0","1963","0","47.3643","-122.115"
"915000","4","2.5","3400","35062","2","0","0","4","11","3400","0","1988","0","47.7168","-122.113"
"587000","3","2.25","2370","217800","2","0","0","3","7","2370","0","1979","0","47.6364","-121.984"
"985000","3","3.5","2600","11920","2","0","0","5","8","2600","0","1969","0","47.582","-122.194"
"490000","3","1.75","1660","8208","1","0","0","4","8","1660","0","1965","0","47.5919","-122.154"
"280000","3","2.5","1550","4486","2","0","0","3","7","1550","0","2000","0","47.3299","-122.269"
"807000","3","2.5","1940","4000","2","0","0","4","9","1940","0","2000","0","47.659","-122.398"
"490000","3","2.25","1620","1062","3","0","0","3","8","1620","0","2014","0","47.6051","-122.304"
"890000","4","2","1480","11171","1.5","0","0","4","6","1480","0","1947","0","47.5849","-122.051"
"625000","3","1.75","1600","9135","1","0","0","5","7","1600","0","1955","0","47.5724","-122.179"
"770000","3","3.5","2050","21744","2","1","4","4","9","1750","300","1930","0","47.4536","-122.376"
"1300000","4","3.25","2330","9687","2","0","3","3","9","2330","0","1918","0","47.6264","-122.283"
"629000","5","2","2050","3000","1.5","0","0","3","7","1470","580","1912","1984","47.6864","-122.352"
"607500","3","1.5","1800","4700","1","0","0","3","7","1200","600","1941","0","47.6858","-122.385"
"336000","3","2.25","2820","11625","2","0","0","3","8","2820","0","1986","0","47.2621","-122.218"
"700000","3","2.5","2490","23891","2","0","0","3","9","2490","0","1993","0","47.6716","-122.029"
"642450","3","1.75","1830","4160","1","0","0","3","7","1230","600","1919","0","47.5962","-122.288"
"249000","4","1.75","1630","8410","1.5","0","0","5","7","1630","0","1943","0","47.4538","-122.288"
"900000","4","2","1190","8190","1.5","0","0","3","7","1190","0","1945","0","47.6908","-122.397"
"469000","3","1","950","4250","1.5","0","0","5","6","950","0","1948","0","47.609","-122.307"
"450000","2","1","1380","4390","1","0","0","4","8","880","500","1931","0","47.6947","-122.323"
"445000","2","1","930","3150","1","0","0","5","6","930","0","1918","0","47.6783","-122.298"
"419990","3","2.5","1690","1689","2","0","0","3","8","1150","540","2014","0","47.5528","-121.999"
"400000","3","1","1000","7800","1","0","0","4","6","860","140","1930","0","47.7098","-122.283"
"225000","5","1.5","1790","11656","2","0","0","3","7","1790","0","1963","0","47.3961","-122.308"
"199000","4","2","2030","8120","2","0","0","3","7","2030","0","1950","0","47.4994","-122.261"
"650000","4","2.75","1910","16532","1","0","0","4","7","1420","490","1940","0","47.6952","-122.39"
"908950","4","2.75","3090","6200","2","0","0","3","9","3090","0","2014","0","47.5538","-122.189"
"450000","2","1.5","1450","2550","1","0","0","3","7","820","630","1984","0","47.6911","-122.348"
"350000","3","1","1150","12877","1","0","0","4","6","1150","0","1970","0","47.6614","-122.056"
"150000","2","1","720","4120","1","0","0","5","5","720","0","1915","0","47.303","-122.217"
"257000","2","1","1000","3700","1","0","0","3","6","800","200","1929","0","47.552","-122.29"
"464000","6","3","2300","3404","2","0","0","3","7","1600","700","1920","1994","47.7067","-122.343"
"314000","2","1","720","4920","1","0","0","3","6","720","0","1941","0","47.5352","-122.371"
"490000","4","1.75","1870","9500","1","0","0","4","7","1090","780","1962","0","47.7012","-122.187"
"231000","4","1","1220","5120","1.5","0","0","5","6","1220","0","1940","0","47.205","-121.996"
"552500","3","1.5","1300","1435","2","0","0","3","8","1120","180","2007","0","47.6114","-122.31"
"715000","5","3","3490","6091","2","0","0","3","9","3490","0","2009","0","47.7744","-122.225"
"411000","4","2.75","2500","5257","2","0","0","3","8","2500","0","1966","0","47.5293","-122.287"
"1010000","4","2.5","2480","12688","1","0","0","4","9","1820","660","1967","0","47.6344","-122.205"
"295000","3","1.5","1220","3286","2","0","0","3","7","1220","0","1982","0","47.7168","-122.189"
"469775","2","1.75","1530","7020","1","0","0","3","7","1030","500","1942","0","47.6465","-122.395"
"451000","4","1.75","1260","7250","1","0","0","3","6","1260","0","1943","0","47.5267","-122.032"
"248000","4","1","1010","7515","1","0","0","4","6","1010","0","1955","0","47.4174","-122.316"
"400000","3","1","1060","12690","1","0","0","3","7","1060","0","1969","0","47.6736","-122.167"
"312000","2","1","1160","7500","1.5","0","0","4","7","1160","0","1916","0","47.6499","-121.916"
"315000","3","2","1900","9513","1","0","0","3","8","1900","0","1995","0","47.2843","-122.357"
"625000","4","2.25","2220","36085","2","0","0","3","9","2220","0","1989","0","47.5839","-121.991"
"272000","4","2.25","1800","5555","2","0","0","3","7","1800","0","2003","0","47.3498","-122.052"
"440000","2","1.5","1330","15873","1","0","0","3","7","900","430","1984","0","47.6359","-122.033"
"465000","3","2.5","1600","1311","3","0","0","3","8","1600","0","2005","0","47.6903","-122.394"
"438900","4","2.5","2740","5700","2","0","0","3","9","2740","0","2006","0","47.3535","-122.026"
"295000","3","2.5","1690","4102","2","0","0","3","7","1690","0","2003","0","47.3552","-122.015"
"431000","3","2.5","1710","12677","2","0","0","3","8","1710","0","1996","0","47.75","-122.234"
"499000","4","2.75","2250","14149","2","0","0","3","9","2250","0","1992","0","47.7353","-121.962"
"607000","3","2.5","2470","9226","2","0","0","3","9","2470","0","1991","0","47.7439","-122.17"
"395000","2","1","1440","7808","1","0","0","4","7","860","580","1949","0","47.7431","-122.336"
"804995","5","1.5","3360","5402","2","0","0","3","9","3360","0","2014","0","47.6067","-122.053"
"190000","2","2.5","1370","3438","2","0","0","3","7","1370","0","1987","0","47.4606","-122.283"
"283000","3","2","1820","15068","2","0","2","3","7","1520","300","1920","2014","47.2103","-121.999"
"607000","5","1.75","1910","5428","1","0","0","3","8","1390","520","1954","0","47.5333","-122.392"
"450000","7","3.5","2830","8625","1","0","0","4","8","1830","1000","1957","0","47.7493","-122.355"
"480000","4","2.5","2080","7966","1","0","0","3","7","1200","880","1970","0","47.7393","-122.181"
"264950","3","1.5","1470","11599","1","0","0","3","7","1070","400","1967","0","47.3632","-122.188"
"399000","3","2.25","1880","12473","1","0","0","3","8","1420","460","1958","0","47.7623","-122.256"
"605000","5","1.75","3240","34510","2","0","0","4","7","2690","550","1963","0","47.5529","-122.027"
"342000","3","2","1930","11947","1","0","0","4","8","1930","0","1966","0","47.3672","-122.151"
"253000","3","1.5","880","6600","1","0","0","5","6","880","0","1945","0","47.5002","-122.247"
"359000","3","1.5","1550","4980","1","0","0","3","7","1080","470","1978","0","47.7035","-122.34"
"250000","4","2","1470","7412","1","0","0","3","7","1470","0","1967","0","47.3702","-122.318"
"555000","3","2.5","3050","158558","1","0","0","4","9","3050","0","1987","0","47.4326","-122.208"
"425000","3","1","980","4800","1.5","0","0","3","7","980","0","1926","0","47.5663","-122.274"
"475000","3","1.75","1720","3825","1.5","0","0","3","7","1720","0","1925","0","47.666","-122.327"
"1240000","4","3.5","4700","10183","1","0","2","3","11","2660","2040","2002","0","47.6728","-122.189"
"624000","3","1.75","1510","5200","1","0","0","4","7","860","650","1922","0","47.6864","-122.365"
"285000","2","1","1050","3088","1","0","0","3","7","1050","0","2005","0","47.5471","-121.996"
"420000","4","1.75","2380","15324","1","0","0","3","8","1610","770","1978","0","47.6262","-122.049"
"439000","3","2","2010","251341","2","0","0","3","8","1510","500","2003","0","47.7416","-121.91"
"550000","4","3","2670","5000","2","0","2","3","7","2670","0","1916","1978","47.5784","-122.377"
"667000","3","1.5","1720","8100","2","0","0","3","8","1720","0","1907","0","47.6746","-122.4"
"447000","3","2.25","1440","4667","2","0","0","3","7","1440","0","1985","0","47.5662","-122.017"
"468000","2","1","1160","6000","1","0","0","4","7","860","300","1942","0","47.69","-122.292"
"541125","5","2.75","2740","8426","1","0","0","4","8","1370","1370","1960","0","47.5563","-122.184"
"473000","2","1","900","5100","1","0","0","4","7","900","0","1909","0","47.6804","-122.378"
"364500","3","1","1600","4489","1","0","2","3","6","800","800","1944","0","47.5686","-122.378"
"335000","4","2.5","2520","7205","2","0","0","3","8","2520","0","1987","0","47.343","-122.316"
"925000","3","1.75","1610","10796","1","0","0","3","7","1070","540","1951","0","47.6272","-122.208"
"615000","2","1.75","2040","28593","1.5","1","3","4","7","2040","0","1919","1990","47.3979","-122.465"
"382500","4","1.75","1560","8700","1","0","0","4","7","1560","0","1967","0","47.7274","-122.181"
"2300000","4","3.25","4110","15929","2","1","4","3","12","2720","1390","2001","0","47.6934","-122.271"
"435000","2","2.5","1560","1222","2","0","0","3","8","1080","480","2008","0","47.604","-122.307"
"820000","4","2.5","3670","7000","2","0","0","3","10","3670","0","2005","0","47.5854","-122.08"
"952000","3","3.5","2760","4500","2","0","0","3","9","2120","640","2004","0","47.6529","-122.372"
"346500","3","3.25","1570","2048","2","0","0","3","8","1290","280","2006","0","47.548","-122.375"
"775900","3","2.5","2700","5764","2","0","0","3","9","2700","0","2014","0","47.5618","-122.027"
"795000","4","2.75","2890","16397","2","0","0","3","10","2890","0","1997","0","47.7102","-122.072"
"505000","2","1.75","1310","3816","1","0","0","2","7","1110","200","1929","0","47.679","-122.368"
"491234","4","2.5","1540","1860","2","0","0","3","8","1540","0","2014","0","47.5521","-121.999"
"725000","3","1.75","1880","13300","1","0","0","3","7","1380","500","1967","0","47.634","-122.204"
"496600","3","2.5","1910","5562","2","0","0","3","8","1910","0","1988","0","47.5738","-122.017"
"520000","3","1.75","1940","219527","1","0","0","3","7","1940","0","1991","0","47.4214","-122.02"
"300000","3","1","1260","8280","1","0","0","3","6","1260","0","1946","0","47.7","-122.299"
"750000","4","2.75","2600","4674","1","0","0","3","8","1560","1040","1976","0","47.6782","-122.286"
"230000","3","1.5","1500","11616","1","0","0","3","7","1100","400","1980","0","47.4062","-122.174"
"422800","3","1.75","1820","8400","1","0","0","3","7","1340","480","1976","0","47.734","-122.17"
"1250000","4","3.75","3830","41263","2","0","0","4","11","3830","0","1990","0","47.7237","-122.042"
"466200","3","1.5","1340","8856","1","0","0","4","7","1340","0","1959","0","47.6094","-122.126"
"833000","4","1.75","2260","12238","1","0","0","3","9","2260","0","1967","0","47.5976","-122.178"
"605000","2","1","1550","3200","1.5","0","0","3","8","1550","0","1927","0","47.6368","-122.306"
"1280000","4","3.5","4340","5500","2","0","0","3","10","2850","1490","2008","0","47.6427","-122.397"
"535000","4","2.5","2880","23994","2","0","3","3","9","2880","0","2002","0","47.2124","-122.005"
"550285","2","1.75","1680","4500","1","0","0","3","8","1680","0","2004","0","47.7132","-122.032"
"160000","3","1.75","1610","7392","1","0","0","4","7","1610","0","1964","0","47.3413","-122.28"
"920000","4","1.5","1850","3600","2","0","0","3","8","1660","190","1929","0","47.6376","-122.307"
"450000","3","2","1680","4886","2","0","0","3","7","1180","500","1940","0","47.5536","-122.286"
"298900","3","2.5","1852","4000","2","0","0","3","7","1852","0","2014","0","47.3451","-122.209"
"435000","3","1.5","1300","3348","1.5","0","0","3","7","1300","0","1904","2014","47.592","-122.307"
"835000","3","2.5","2720","13124","2","0","0","3","9","2720","0","1988","0","47.6371","-122.094"
"560000","3","2","2870","95396","1","0","0","4","9","1350","1520","1980","0","47.4834","-122.001"
"400000","4","2","1670","12056","1","0","0","3","7","1670","0","1955","0","47.7418","-122.244"
"509000","4","2.5","2600","9355","1","0","0","3","9","1840","760","1983","0","47.7446","-122.249"
"208800","3","2.5","1390","2450","2","0","0","3","7","1390","0","2009","0","47.5298","-122.269"
"261000","3","1","1780","7800","1","0","0","3","7","1060","720","1957","0","47.4932","-122.263"
"472800","3","2.25","1840","8400","1","0","0","3","8","1290","550","1961","0","47.5497","-122.172"
"210000","3","1","1700","11390","1","0","0","4","7","1700","0","1967","0","47.3271","-122.323"
"535000","4","2.75","2360","15100","1","0","0","3","8","2360","0","2014","0","47.5117","-122.365"
"240000","3","1","1040","7800","1","0","0","3","7","1040","0","1948","0","47.4804","-122.229"
"280000","2","1.75","1960","30144","1","0","0","3","7","980","980","1957","0","47.4234","-122.212"
"739000","3","2.25","2220","10530","1","0","0","4","8","1700","520","1974","0","47.6383","-122.098"
"495000","4","2.25","2070","20280","2","0","0","4","7","2070","0","1968","0","47.774","-122.134"
"995000","3","2.5","2460","10300","1","0","0","3","10","2460","0","1992","0","47.6999","-122.391"
"462000","5","2","1380","4300","1.5","0","0","3","7","1380","0","1916","0","47.6647","-122.337"
"535000","3","1.75","2330","12141","1","0","0","3","7","1390","940","1983","0","47.7607","-122.146"
"610000","3","2.5","3440","18167","2","0","0","3","11","3440","0","1991","0","47.2909","-122.342"
"866800","4","3.5","2970","5000","2","0","2","3","9","2200","770","2001","0","47.6772","-122.399"
"365000","3","2.25","1110","979","2","0","0","3","7","960","150","2008","0","47.5999","-122.3"
"500000","5","3","3720","25474","2","0","4","3","9","2090","1630","1986","0","47.3296","-122.256"
"512500","4","2.25","2200","6900","2","0","0","4","8","2200","0","1975","0","47.7682","-122.261"
"425000","3","2.5","1230","23522","1","0","0","4","7","1230","0","1978","0","47.515","-122.162"
"155000","3","1","1300","6098","1","0","0","3","7","1300","0","2013","0","47.7074","-121.364"
"270000","3","2","1300","1920","2","0","0","3","8","850","450","2006","0","47.5183","-122.376"
"812000","4","2.5","2270","5000","2","0","0","3","9","2270","0","2014","0","47.6916","-122.37"
"885000","4","2.5","2620","9157","2","0","0","3","8","2620","0","1996","0","47.6916","-122.203"
"276000","4","2.5","2068","7242","2","0","0","4","7","2068","0","1976","0","47.3318","-122.281"
"715000","3","1.5","1670","5060","2","0","2","5","7","1670","0","1925","0","47.5671","-122.379"
"650000","3","2.5","3060","7831","2","0","2","3","9","3060","0","2004","0","47.5401","-121.861"
"449000","2","2.5","1460","1296","2","0","0","3","8","1160","300","2008","0","47.5923","-122.296"
"470000","2","1","900","5512","1","0","0","3","7","900","0","1947","0","47.6877","-122.289"
"276693","4","1","1190","8875","1.5","0","0","4","7","1190","0","1946","0","47.7487","-122.303"
"550000","5","2.75","2160","5720","1","0","0","5","7","1500","660","1950","0","47.5728","-122.304"
"780000","3","2.25","2140","3000","2","0","0","3","9","2140","0","1905","2006","47.6767","-122.351"
"1130000","4","3.5","3170","4000","2","0","0","3","10","2340","830","1999","0","47.6265","-122.298"
"405000","3","2.5","2160","10200","1","0","0","3","7","1360","800","1978","0","47.7295","-122.331"
"685000","4","2.5","3550","10968","2","0","0","3","9","3550","0","2006","0","47.5431","-121.886"
"260000","5","2.5","2025","7760","2","0","0","3","7","2025","0","2007","0","47.2671","-122.256"
"879000","3","3","3030","5156","1.5","0","0","4","9","2080","950","1929","0","47.647","-122.369"
"798000","3","3.5","3590","6402","2","0","0","3","10","3590","0","1999","0","47.6336","-122.063"
"290000","3","2","1760","6600","1","0","0","3","7","1760","0","1998","0","47.3836","-122.184"
"712000","4","2.5","3140","32336","1.5","0","0","3","10","3140","0","1995","0","47.7412","-122.087"
"580000","3","1.75","2040","81021","1","0","0","3","8","2040","0","1980","0","47.6536","-122.045"
"420000","3","3.5","1900","2133","2","0","0","3","8","1520","380","2009","0","47.5675","-122.369"
"295000","3","2.5","1940","10350","1","0","0","3","7","1420","520","1979","0","47.3385","-122.256"
"295000","3","1","830","3386","1","0","0","3","6","830","0","1942","1989","47.7027","-122.355"
"740000","4","2.5","3360","15091","2","0","0","3","9","3360","0","1997","0","47.6649","-122.135"
"552900","4","3.5","3828","18900","2.5","0","0","3","9","3828","0","2014","0","47.2851","-122.277"
"280000","3","1","1350","7553","1.5","0","0","3","6","1350","0","1914","0","47.5345","-122.274"
"329000","3","1","1600","5952","1","0","0","4","7","1150","450","1964","0","47.5292","-122.362"
"470000","3","2.5","1980","9725","2","0","0","3","8","1980","0","1994","0","47.4856","-121.802"
"489000","3","1.5","1020","9072","1","0","0","3","7","920","100","1930","0","47.695","-122.301"
"219900","4","1.5","1120","5427","1","0","0","3","6","1120","0","1969","2014","47.3628","-122.087"
"229950","3","1.75","1170","11960","1","0","0","4","7","1170","0","1969","0","47.3279","-122.136"
"600000","2","1","1370","5000","1.5","0","0","3","7","1370","0","1905","0","47.6744","-122.383"
"1030000","4","3.25","3780","11200","2","0","0","3","11","3780","0","2002","0","47.521","-122.15"
"467500","3","1","1700","4165","1.5","0","0","3","7","1700","0","1918","0","47.5569","-122.277"
"379950","3","2","1080","5077","1","0","0","3","7","1080","0","1985","0","47.6836","-122.095"
"299950","2","1.5","1390","1756","3","0","0","3","7","1390","0","2005","0","47.7274","-122.357"
"1420000","4","3.25","3600","38016","2","0","2","3","11","3310","290","1991","0","47.7124","-122.253"
"460000","2","1","850","4650","1","0","0","3","7","850","0","1975","0","47.6926","-122.365"
"723000","4","2","2790","8793","1","0","0","4","8","1640","1150","1977","0","47.5509","-122.16"
"395000","4","1.75","1960","7945","1","0","0","4","7","980","980","1946","0","47.7326","-122.291"
"340000","8","2.75","2790","6695","1","0","0","3","7","1470","1320","1977","0","47.7565","-122.331"
"200000","2","0.75","780","55764","1","0","0","4","4","780","0","1945","0","47.442","-122.105"
"650000","4","1.5","2480","6383","1","0","0","3","7","1380","1100","1946","0","47.6445","-122.374"
"820000","3","2.5","2990","10711","1","1","4","3","9","1560","1430","1976","1991","47.3573","-122.324"
"247500","4","2","1760","8400","1","0","0","3","7","1060","700","1962","0","47.3258","-122.323"
"340000","2","1.5","1160","1438","2","0","0","3","7","1160","0","2001","0","47.5917","-122.295"
"436000","4","2.5","2495","5751","2","0","0","3","7","2495","0","2002","0","47.7243","-121.957"
"407000","4","2.5","2927","6000","2","0","0","3","7","2927","0","2011","0","47.3737","-122.16"
"769000","4","2.75","3630","15405","1","0","2","4","8","1850","1780","1968","0","47.566","-122.225"
"625000","2","1","1100","4160","1","0","0","3","7","1100","0","1919","0","47.6352","-122.352"
"445800","3","2","1320","6500","1","0","0","3","7","1320","0","1947","0","47.7119","-122.319"
"372000","3","1","2298","10140","1","0","0","3","7","2298","0","1969","0","47.6909","-122.083"
"779000","4","1.5","2740","4912","1","0","0","4","8","1370","1370","1937","0","47.6523","-122.412"
"219950","3","2.25","1500","7615","1","0","0","3","7","1150","350","1984","0","47.3146","-122.351"
"330000","3","1.5","1170","4950","1","0","0","4","7","1170","0","1960","0","47.6057","-122.135"
"143000","3","1","1090","3315","1","0","0","4","6","1090","0","1969","0","47.3159","-122.183"
"1830000","4","4.25","4500","215186","2","0","3","3","11","2630","1870","2009","0","47.559","-122.045"
"399500","4","1.75","1360","4840","1.5","0","0","4","7","1360","0","1928","0","47.556","-122.376"
"442500","4","2.5","2170","14024","2","0","0","3","8","2170","0","1992","0","47.7346","-121.97"
"410000","3","2.25","1420","3750","2","0","0","3","7","1420","0","1987","0","47.5725","-122.383"
"498000","3","3","2360","2750","2","0","1","3","7","1780","580","1983","0","47.7142","-122.281"
"971971","4","3.75","3460","6738","2","0","0","3","11","3460","0","2013","0","47.506","-122.145"
"449000","3","2.5","1810","1658","3","0","0","3","8","1810","0","1998","0","47.6955","-122.376"
"260000","2","1","820","6771","1","0","0","4","6","820","0","1918","0","47.52","-122.354"
"500000","2","1","1120","3220","1","0","0","4","7","1120","0","1923","0","47.6588","-122.344"
"495000","2","2","1540","7110","1","0","0","3","7","960","580","1949","0","47.6932","-122.395"
"390000","2","1","1270","8164","1","0","0","4","6","1270","0","1941","0","47.7116","-122.311"
